number,first.author,year,design,upper.lower,age,sex.male,train.status,body.mass,years.exp,sets.week.all,sets.week.direct,frequency.direct,sessions.per.week,reps.week.all,rep.range.all,interset.rest.min.all,percentage.failure.all,failure.nonfailure.mixed.direct,weeks,nutrition.controlled.surplus?,nutrition.controlled.deficit?,pre.mean,post.mean,pre.sd,post.sd,n,measure,outcome,hedges_g,volume_category,failure_binary,has_nutrition_control,train_status_enc,upper_body,hyp_class
39,Saric,2019,between,upper,22.6,1.0,trained,87.2,3.5,16.0,12.0,6.0,6.0,144.0,9.0,1.25,100.0,failure,6.0,No,No,42.1,46.9,6.1,5.0,13,Elbow Extensor MT,Hypertrophy,0.83,High,1,0,2,1,High
39,Saric,2019,between,lower,22.6,1.0,trained,87.2,3.5,12.0,4.0,2.0,6.0,108.0,9.0,1.25,100.0,failure,6.0,No,No,23.9,25.3,2.6,2.7,13,Rectus Femoris MT,Hypertrophy,0.51,Moderate,1,0,2,0,Medium
39,Saric,2019,between,lower,22.6,1.0,trained,87.2,3.5,12.0,12.0,6.0,6.0,108.0,9.0,1.25,100.0,failure,6.0,No,No,21.6,23.9,3.5,3.8,13,Vastus Intermedius MT,Hypertrophy,0.61,Moderate,1,0,2,0,Medium
41,Aube,2022,between,lower,21.5,1.0,trained,79.3,3.5,12.0,12.0,2.0,2.0,123.0,10.25,2.0,33.33,mixed,8.0,No,No,5.86,6.25,1.08,1.07,13,Middle Anterior Thigh MT (VI+RF),Hypertrophy,0.35,Moderate,0,0,2,0,Medium
41,Aube,2022,between,lower,21.5,1.0,trained,79.3,3.5,12.0,12.0,2.0,2.0,123.0,10.25,2.0,33.33,mixed,8.0,No,No,3.48,3.82,0.91,1.02,13,Distal Anterior Thight MT (VI+RF),Hypertrophy,0.34,Moderate,0,0,2,0,Medium
41,Aube,2022,between,lower,20.7,1.0,trained,77.0,3.5,18.0,18.0,2.0,2.0,184.5,10.25,2.0,22.22,mixed,8.0,No,No,5.75,6.07,0.94,0.74,12,Middle Anterior Thigh MT (VI+RF),Hypertrophy,0.37,High,0,0,2,0,Medium
41,Aube,2022,between,lower,20.7,1.0,trained,77.0,3.5,18.0,18.0,2.0,2.0,184.5,10.25,2.0,22.22,mixed,8.0,No,No,3.14,3.42,0.98,0.95,12,Distal Anterior Thight MT (VI+RF),Hypertrophy,0.28,High,0,0,2,0,Medium
41,Aube,2022,between,lower,23.5,1.0,trained,79.8,3.5,24.0,24.0,2.0,2.0,246.0,10.25,2.0,16.67,mixed,8.0,No,No,5.93,6.08,0.73,0.79,10,Middle Anterior Thigh MT (VI+RF),Hypertrophy,0.19,High,0,0,2,0,Low
41,Aube,2022,between,lower,23.5,1.0,trained,79.8,3.5,24.0,24.0,2.0,2.0,246.0,10.25,2.0,16.67,mixed,8.0,No,No,3.06,3.45,0.72,0.46,10,Distal Anterior Thight MT (VI+RF),Hypertrophy,0.62,High,0,0,2,0,Medium
42,Yue,2018,between,lower,21.0,1.0,trained,76.63,3.0,4.0,4.0,2.0,4.0,40.0,10.0,2.0,100.0,failure,6.0,No,No,41.1,42.9,13.0,13.65,9,Vastus Medialis Muscle Thickness,Hypertrophy,0.13,Low,1,0,2,0,Low
42,Yue,2018,between,upper,21.0,1.0,trained,76.63,3.0,16.0,8.0,2.0,4.0,160.0,10.0,2.0,100.0,failure,6.0,No,No,40.5,41.9,9.59,10.58,9,Elbow Flexor Muscle Thickness,Hypertrophy,0.13,High,1,0,2,1,Low
42,Yue,2018,between,upper,21.0,1.0,trained,76.63,3.0,20.0,8.0,2.0,4.0,200.0,10.0,2.0,100.0,failure,6.0,No,No,25.6,26.7,7.48,7.7,9,Anterior Deltoid Muscle Thickness,Hypertrophy,0.14,High,1,0,2,1,Low
42,Yue,2018,between,lower,28.0,1.0,trained,79.38,2.9,4.0,4.0,1.0,2.0,40.0,10.0,2.0,100.0,failure,6.0,No,No,35.9,38.1,12.48,13.37,9,Vastus Medialis Muscle Thickness,Hypertrophy,0.16,Low,1,0,2,0,Low
42,Yue,2018,between,upper,28.0,1.0,trained,79.38,2.9,16.0,8.0,1.0,2.0,160.0,10.0,2.0,100.0,failure,6.0,No,No,38.8,41.0,7.41,9.62,9,Elbow Flexor Muscle Thickness,Hypertrophy,0.24,High,1,0,2,1,Medium
42,Yue,2018,between,upper,28.0,1.0,trained,79.38,2.9,20.0,8.0,1.0,2.0,200.0,10.0,2.0,100.0,failure,6.0,No,No,20.9,22.0,5.64,5.99,9,Anterior Deltoid Muscle Thickness,Hypertrophy,0.18,High,1,0,2,1,Low
45,Sooneste,2013,within,upper,25.0,1.0,untrained,64.2,3.5,2.0,2.0,2.0,2.0,19.2,9.6,2.0,0.0,mixed,12.0,No,No,1596.6,1677.4,251.4,241.3,7,Elbow Flexor (Biceps Brachii + Brachialis) CSA,Hypertrophy,0.31,Low,0,0,0,1,Medium
45,Sooneste,2013,within,upper,25.0,1.0,untrained,64.2,3.5,6.0,6.0,2.0,2.0,52.2,8.7,2.0,0.0,mixed,12.0,No,No,1640.6,1902.3,303.1,403.6,7,Elbow Flexor (Biceps Brachii + Brachialis) CSA,Hypertrophy,0.69,Low,0,0,0,1,Medium
48,Bottaro,2011,between,upper,22.2,1.0,untrained,72.7,3.5,2.0,2.0,2.0,2.0,20.0,10.0,2.33,100.0,failure,12.0,No,No,27.9,29.9,4.2,3.3,11,Biceps Brachii MT,Hypertrophy,0.51,Low,1,0,0,1,Medium
48,Bottaro,2011,between,lower,22.2,1.0,untrained,72.7,3.5,6.0,6.0,2.0,2.0,60.0,10.0,2.33,100.0,failure,12.0,No,No,20.3,20.8,3.7,4.1,11,Rectus Femoris MT,Hypertrophy,0.12,Low,1,0,0,0,Low
48,Bottaro,2011,between,upper,23.4,1.0,untrained,73.1,3.5,6.0,6.0,2.0,2.0,60.0,10.0,2.33,100.0,failure,12.0,No,No,28.8,30.5,2.8,4.7,13,Biceps Brachii MT,Hypertrophy,0.43,Low,1,0,0,1,Medium
48,Bottaro,2011,between,lower,23.4,1.0,untrained,73.1,3.5,2.0,2.0,2.0,2.0,20.0,10.0,2.33,100.0,failure,12.0,No,No,23.9,23.2,3.6,3.5,13,Rectus Femoris MT,Hypertrophy,-0.19,Low,1,0,0,0,Low
52,Ostrowski,1997,between,lower,23.2,1.0,trained,79.1,2.8,3.0,1.0,1.0,4.0,28.8,9.6,3.0,100.0,failure,10.0,No,No,930.0,993.0,213.0,247.0,9,Rectus Femoris CSA (Ultrasound),Hypertrophy,0.26,Low,1,0,2,0,Medium
52,Ostrowski,1997,between,lower,23.2,1.0,trained,79.1,2.8,3.0,1.0,1.0,4.0,28.8,9.6,3.0,100.0,failure,10.0,No,No,132.0,136.0,15.0,16.0,9,Rectus Femoris Circumference (Ultrasound),Hypertrophy,0.25,Low,1,0,2,0,Medium
52,Ostrowski,1997,between,upper,23.2,1.0,trained,79.1,2.8,7.0,3.0,1.0,4.0,67.2,9.6,3.0,100.0,failure,10.0,No,No,44.0,45.0,4.0,3.0,9,Triceps MT,Hypertrophy,0.27,Moderate,1,0,2,1,Medium
52,Ostrowski,1997,between,lower,23.7,1.0,trained,79.7,3.1,6.0,2.0,1.0,4.0,57.6,9.6,3.0,100.0,failure,10.0,No,No,940.0,987.0,163.0,239.0,9,Rectus Femoris CSA (Ultrasound),Hypertrophy,0.22,Low,1,0,2,0,Medium
52,Ostrowski,1997,between,lower,23.7,1.0,trained,79.7,3.1,6.0,2.0,1.0,4.0,57.6,9.6,3.0,100.0,failure,10.0,No,No,133.0,135.0,14.0,17.0,9,Rectus Femoris Circumference (Ultrasound),Hypertrophy,0.12,Low,1,0,2,0,Low
52,Ostrowski,1997,between,upper,23.7,1.0,trained,79.7,3.1,14.0,6.0,1.0,4.0,134.4,9.6,3.0,100.0,failure,10.0,No,No,43.0,45.0,5.0,4.0,9,Triceps MT,Hypertrophy,0.42,Moderate,1,0,2,1,Medium
52,Ostrowski,1997,between,lower,22.9,1.0,trained,73.0,2.7,12.0,4.0,1.0,4.0,115.2,9.6,3.0,100.0,failure,10.0,No,No,860.0,973.0,144.0,197.0,9,Rectus Femoris CSA (Ultrasound),Hypertrophy,0.62,Moderate,1,0,2,0,Medium
52,Ostrowski,1997,between,lower,22.9,1.0,trained,73.0,2.7,12.0,4.0,1.0,4.0,115.2,9.6,3.0,100.0,failure,10.0,No,No,126.0,134.0,11.0,15.0,9,Rectus Femoris Circumference (Ultrasound),Hypertrophy,0.58,Moderate,1,0,2,0,Medium
52,Ostrowski,1997,between,upper,22.9,1.0,trained,73.0,2.7,28.0,12.0,1.0,4.0,268.8,9.6,3.0,100.0,failure,10.0,No,No,42.0,44.0,4.0,3.0,9,Triceps MT,Hypertrophy,0.54,High,1,0,2,1,Medium
54,Ochi,2018,between,lower,22.3,1.0,untrained,66.8,3.5,6.0,6.0,1.0,1.0,72.0,12.0,2.0,0.0,nonfailure,11.0,No,No,2.27,2.57,0.24,0.2,10,Vastus Lateralis MT,Hypertrophy,1.3,Low,0,0,0,0,High
54,Ochi,2018,between,lower,22.3,1.0,untrained,66.8,3.5,6.0,6.0,1.0,1.0,72.0,12.0,2.0,0.0,nonfailure,11.0,No,No,2.39,2.76,0.24,0.26,10,Rectus Femoris MT,Hypertrophy,1.42,Low,0,0,0,0,High
54,Ochi,2018,between,lower,22.3,1.0,untrained,66.8,3.5,6.0,6.0,1.0,1.0,72.0,12.0,2.0,0.0,nonfailure,11.0,No,No,4.59,5.08,0.49,0.44,10,Vastus Medialis MT,Hypertrophy,1.01,Low,0,0,0,0,High
54,Ochi,2018,between,lower,22.3,1.0,untrained,66.8,3.5,6.0,6.0,1.0,1.0,72.0,12.0,2.0,0.0,nonfailure,11.0,No,No,2.53,2.82,0.33,0.36,10,Vastus Intermedius MT,Hypertrophy,0.8,Low,0,0,0,0,High
54,Ochi,2018,between,lower,22.3,1.0,untrained,66.8,3.5,6.0,6.0,3.0,3.0,72.0,12.0,2.0,0.0,nonfailure,11.0,No,No,2.28,2.58,0.38,0.39,10,Vastus Lateralis MT,Hypertrophy,0.75,Low,0,0,0,0,Medium
54,Ochi,2018,between,lower,22.3,1.0,untrained,66.8,3.5,6.0,6.0,3.0,3.0,72.0,12.0,2.0,0.0,nonfailure,11.0,No,No,2.32,2.71,0.25,0.26,10,Rectus Femoris MT,Hypertrophy,1.46,Low,0,0,0,0,High
54,Ochi,2018,between,lower,22.3,1.0,untrained,66.8,3.5,6.0,6.0,3.0,3.0,72.0,12.0,2.0,0.0,nonfailure,11.0,No,No,4.83,5.3,0.71,0.76,10,Vastus Medialis MT,Hypertrophy,0.61,Low,0,0,0,0,Medium
54,Ochi,2018,between,lower,22.3,1.0,untrained,66.8,3.5,6.0,6.0,3.0,3.0,72.0,12.0,2.0,0.0,nonfailure,11.0,No,No,2.72,3.04,0.61,0.7,10,Vastus Intermedius MT,Hypertrophy,0.47,Low,0,0,0,0,Medium
59,Roth,2023,between,lower,27.42,1.0,trained,85.17,6.63,12.0,6.0,2.0,4.0,120.0,10.0,4.09,0.0,nonfailure,6.0,No,Yes,28.26,28.25,3.13,2.89,19,Rectus Femoris (50% length) Muscle Thickness,Hypertrophy,-0.0,Moderate,0,1,2,0,Low
59,Roth,2023,between,lower,27.42,1.0,trained,85.17,6.63,12.0,6.0,2.0,4.0,120.0,10.0,4.09,0.0,nonfailure,6.0,No,Yes,8.72,8.8,2.13,2.26,19,Rectus Femoris (75% length) Muscle Thickness,Hypertrophy,0.04,Moderate,0,1,2,0,Low
59,Roth,2023,between,lower,25.58,1.0,trained,85.96,5.08,20.0,10.0,2.0,4.0,200.0,10.0,4.11,0.0,nonfailure,6.0,No,Yes,27.48,27.84,3.01,3.06,19,Rectus Femoris (50% length) Muscle Thickness,Hypertrophy,0.12,High,0,1,2,0,Low
59,Roth,2023,between,lower,25.58,1.0,trained,85.96,5.08,20.0,10.0,2.0,4.0,200.0,10.0,4.11,0.0,nonfailure,6.0,No,Yes,9.09,8.77,3.26,3.44,19,Rectus Femoris (75% length) Muscle Thickness,Hypertrophy,-0.09,High,0,1,2,0,Low
65,Hammarström,2020,within,lower,22.8,0.47,untrained,69.76,3.5,5.17,5.17,2.58,2.58,39.83,7.71,2.25,80.64,mixed,12.0,No,No,59.88,62.0,11.12,11.43,34,Knee-extensor CSA (MRI),Hypertrophy,0.19,Low,0,0,0,0,Low
65,Hammarström,2020,within,lower,22.8,0.47,untrained,69.76,3.5,15.5,15.5,2.58,2.58,119.5,7.71,2.25,80.64,mixed,12.0,No,No,60.33,63.35,11.73,11.94,34,Knee-extensor CSA (MRI),Hypertrophy,0.25,High,0,0,0,0,Medium
66,Enes,2023,between,lower,24.2,1.0,trained,82.9,5.4,21.14,21.14,2.0,2.0,190.27,9.0,2.0,33.33,mixed,14.0,No,No,44.67,46.36,9.15,8.81,10,Vastus Lateralis Cross-Sectional Area (Ultrasound),Hypertrophy,0.18,High,0,0,2,0,Low
66,Enes,2023,between,lower,24.2,1.0,trained,82.9,5.4,21.14,21.14,2.0,2.0,190.27,9.0,2.0,33.33,mixed,14.0,No,No,14.18,14.54,1.94,1.74,10,Sum of Lateral Thigh MT,Hypertrophy,0.19,High,0,0,2,0,Low
66,Enes,2023,between,lower,25.1,1.0,trained,78.1,4.5,29.71,29.71,2.0,2.0,267.42,9.0,2.0,33.33,mixed,14.0,No,No,41.15,44.98,10.12,10.27,10,Vastus Lateralis Cross-Sectional Area (Ultrasound),Hypertrophy,0.36,High,0,0,2,0,Medium
66,Enes,2023,between,lower,25.1,1.0,trained,78.1,4.5,29.71,29.71,2.0,2.0,267.42,9.0,2.0,33.33,mixed,14.0,No,No,13.64,14.36,2.03,2.19,10,Sum of Lateral Thigh MT,Hypertrophy,0.33,High,0,0,2,0,Medium
66,Enes,2023,between,lower,24.0,1.0,trained,79.2,5.5,33.57,33.57,2.0,2.0,302.13,9.0,2.0,33.33,mixed,14.0,No,No,41.04,45.41,6.37,6.22,11,Vastus Lateralis Cross-Sectional Area (Ultrasound),Hypertrophy,0.67,High,0,0,2,0,Medium
66,Enes,2023,between,lower,24.0,1.0,trained,79.2,5.5,33.57,33.57,2.0,2.0,302.13,9.0,2.0,33.33,mixed,14.0,No,No,13.67,14.79,1.67,1.32,11,Sum of Lateral Thigh MT,Hypertrophy,0.72,High,0,0,2,0,Medium
67,Van Vossel,2023,within,lower,21.9,0.55,untrained,68.33,3.5,6.95,6.95,2.0,2.0,85.59,12.32,2.0,100.0,failure,10.0,No,No,1798.0,1882.0,318.0,312.0,11,Quadriceps Muscle Volume,Hypertrophy,0.26,Moderate,1,0,0,0,Medium
67,Van Vossel,2023,within,lower,21.9,0.55,untrained,68.33,3.5,6.95,6.95,2.0,2.0,144.09,20.74,2.0,100.0,failure,10.0,No,No,637.0,693.0,130.0,131.0,11,Hamstrings Muscle Volume,Hypertrophy,0.41,Moderate,1,0,0,0,Medium
67,Van Vossel,2023,within,upper,21.9,0.55,untrained,68.33,3.5,6.95,6.95,2.0,2.0,104.0,14.97,2.0,100.0,failure,10.0,No,No,303.0,323.0,91.0,95.0,11,Biceps Brachii Muscle Volume,Hypertrophy,0.21,Moderate,1,0,0,1,Medium
67,Van Vossel,2023,within,upper,21.9,0.55,untrained,68.33,3.5,6.95,6.95,2.0,2.0,119.98,17.27,2.0,100.0,failure,10.0,No,No,352.0,404.0,100.0,108.0,11,Triceps Brachii Muscle Volume,Hypertrophy,0.48,Moderate,1,0,0,1,Medium
67,Van Vossel,2023,within,lower,21.9,0.55,untrained,68.33,3.5,6.95,6.95,2.0,2.0,85.59,12.32,2.0,100.0,failure,10.0,No,No,4370.1,4450.63,772.08,782.94,11,Vastus Lateralis Biopsy Type I CSA,Hypertrophy,0.1,Moderate,1,0,0,0,Low
67,Van Vossel,2023,within,lower,21.9,0.55,untrained,68.33,3.5,6.95,6.95,2.0,2.0,85.59,12.32,2.0,100.0,failure,10.0,No,No,4427.28,4683.11,904.42,883.25,11,Vastus Lateralis Biopsy Type II CSA,Hypertrophy,0.28,Moderate,1,0,0,0,Medium
67,Van Vossel,2023,within,lower,22.3,0.5,untrained,69.02,3.5,10.5,10.5,3.0,3.0,135.87,12.94,2.0,100.0,failure,10.0,No,No,1794.0,1909.0,317.0,329.0,10,Quadriceps Muscle Volume,Hypertrophy,0.34,Moderate,1,0,0,0,Medium
67,Van Vossel,2023,within,lower,22.3,0.5,untrained,69.02,3.5,10.5,10.5,3.0,3.0,227.43,21.66,2.0,100.0,failure,10.0,No,No,636.0,706.0,131.0,140.0,10,Hamstrings Muscle Volume,Hypertrophy,0.49,Moderate,1,0,0,0,Medium
67,Van Vossel,2023,within,upper,22.3,0.5,untrained,69.02,3.5,10.5,10.5,3.0,3.0,164.54,15.67,2.0,100.0,failure,10.0,No,No,299.0,325.0,85.0,94.0,10,Biceps Brachii Muscle Volume,Hypertrophy,0.28,Moderate,1,0,0,1,Medium
67,Van Vossel,2023,within,upper,22.3,0.5,untrained,69.02,3.5,10.5,10.5,3.0,3.0,191.84,18.27,2.0,100.0,failure,10.0,No,No,347.0,414.0,101.0,115.0,10,Triceps Brachii Muscle Volume,Hypertrophy,0.59,Moderate,1,0,0,1,Medium
67,Van Vossel,2023,within,lower,22.3,0.5,untrained,69.02,3.5,10.5,10.5,3.0,3.0,135.87,12.94,2.0,100.0,failure,10.0,No,No,4386.35,4397.05,868.56,942.1,10,Vastus Lateralis Biopsy Type I CSA,Hypertrophy,0.01,Moderate,1,0,0,0,Low
67,Van Vossel,2023,within,lower,22.3,0.5,untrained,69.02,3.5,10.5,10.5,3.0,3.0,135.87,12.94,2.0,100.0,failure,10.0,No,No,4365.54,4405.05,1016.68,1020.59,10,Vastus Lateralis Biopsy Type II CSA,Hypertrophy,0.04,Moderate,1,0,0,0,Low
69,Pedersen,2024,between,lower,21.6,0.27,trained,72.2,3.5,13.5,13.5,1.0,1.0,118.5,8.78,2.78,0.0,mixed,8.0,No,No,24.2,27.1,3.3,2.4,11,Vastus Lateralis MT,Hypertrophy,0.97,Moderate,0,0,2,0,High
69,Pedersen,2024,between,lower,21.5,0.36,trained,72.3,3.5,13.5,13.5,3.0,4.0,118.5,8.78,2.78,0.0,mixed,8.0,No,No,24.4,26.6,4.0,4.6,11,Vastus Lateralis MT,Hypertrophy,0.49,Moderate,0,0,2,0,Medium
